proposed_horizon,category,description,mention_count,github_refs,status,status_notes,type,size,source_rows
next-6mo,ML/AI,Work on new uncertainty measurements,1,PR#1029(MERGED); PR#944(MERGED); PR#840(MERGED); PR#837(MERGED); PR#814(MERGED); PR#620(MERGED); PR#613(MERGED); PR#603(MERGED); PR#602(MERGED); PR#389(MERGED),partial,Supporting infrastructure in place (10 related PRs merged),research,L,66
next-6mo,ML/AI,Implement Flatbug and AMBER models,1,#412(OPEN),tracked,Related work in progress,feature,M,67
next-6mo,ML/AI,ML processing done via web API support for any language or framework,1,PR#957(CLOSED); #1110(OPEN); #1052(OPEN); #1010(OPEN); PR#999(OPEN); PR#987(MERGED); PR#954(MERGED); PR#798(MERGED); PR#693(MERGED); #875(OPEN),partial,Supporting infrastructure in place (4 related PRs merged),feature,M,87
next-6mo,ML/AI,Model registry links to experiment details in WandB,1,PR#1055(MERGED); #758(CLOSED),partial,Supporting infrastructure in place (1 related PRs merged),feature,M,92
next-6mo,ML/AI,Default pipelines by project/location,1,PR#979(MERGED); PR#949(MERGED); PR#784(MERGED); PR#738(MERGED); PR#705(MERGED); PR#684(MERGED); PR#479(MERGED); PR#315(MERGED); #982(OPEN); PR#936(OPEN),partial,"Core feature implemented, enhancements in progress",feature,S,99
next-6mo,ML/AI,Support for unknown species (clustering),1,PR#859(MERGED); PR#818(MERGED); PR#845(OPEN); PR#849(MERGED); PR#832(OPEN); #775(OPEN); #846(CLOSED); #774(CLOSED); #827(CLOSED); PR#840(MERGED),partial,"Core feature implemented, enhancements in progress",feature,L,105
next-6mo,ML/AI,Additional ML backends,1,PR#312(MERGED); PR#190(MERGED); PR#189(MERGED); PR#180(MERGED); #515(OPEN); #259(CLOSED),partial,Supporting infrastructure in place (4 related PRs merged),feature,M,112
next-6mo,ML/AI,Feature for masking predictions to a species list (as an alternative to a regional model),1,PR#999(OPEN); #915(OPEN); PR#962(MERGED); PR#573(MERGED); #469(OPEN); PR#984(CLOSED); #517(CLOSED),partial,Supporting infrastructure in place (2 related PRs merged),feature,M,123
next-6mo,ML/AI,New model for Panama (current models include P. interpunctella and v2 has a short species list),1,PR#999(OPEN); #915(OPEN); PR#573(MERGED); PR#984(CLOSED),partial,Supporting infrastructure in place (1 related PRs merged),feature,L,126
next-6mo,ML/AI,Panama plus model? Needs review uses a different species list.,1,PR#999(OPEN); #915(OPEN); PR#573(MERGED); PR#984(CLOSED); #490(OPEN),partial,Supporting infrastructure in place (1 related PRs merged),research,M,127
next-6mo,ML/AI,Deploy some of Kat's models to a server,1,PR#1007(MERGED); PR#312(MERGED); #414(CLOSED),partial,Supporting infrastructure in place (2 related PRs merged),feature,M,131
next-6mo,ML/AI,Improving the results,1,#916(OPEN); PR#719(MERGED); PR#679(OPEN),partial,Supporting infrastructure in place (1 related PRs merged),improvement,L,152
next-6mo,ML/AI,Retrain the model for Totumas data?,1,PR#241(MERGED),partial,Supporting infrastructure in place (1 related PRs merged),research,L,155
next-6mo,ML/AI,Embarrassing things (IDing smudges with high confidence single subject images),1,PR#1029(MERGED); PR#944(MERGED); PR#840(MERGED); PR#837(MERGED); PR#814(MERGED); PR#620(MERGED); PR#613(MERGED); PR#603(MERGED); PR#602(MERGED); PR#389(MERGED),partial,Supporting infrastructure in place (10 related PRs merged),bug,M,159
next-6mo,ML/AI,Estimating confidence how to present low-confidence results to users,1,PR#386(OPEN); #357(CLOSED); PR#1029(MERGED); PR#944(MERGED); PR#840(MERGED); PR#837(MERGED); PR#814(MERGED); PR#620(MERGED); PR#613(MERGED); PR#603(MERGED),tracked,In progress: PR/issue #386,research,M,188
next-6mo,ML/AI,Geofencing using species list for improving results,1,PR#999(OPEN); #915(OPEN); PR#962(MERGED); PR#573(MERGED); #469(OPEN); PR#984(CLOSED); #517(CLOSED); PR#719(MERGED),partial,Supporting infrastructure in place (3 related PRs merged),feature,M,243
next-6mo,ML/AI,New model on Newfoundland species list (Current Quebec model is overestimating total number of species),1,PR#999(OPEN); #915(OPEN); PR#573(MERGED); PR#984(CLOSED),partial,Supporting infrastructure in place (1 related PRs merged),feature,L,258
next-6mo,ML/AI,Option to use model consensus instead of top confidence score (consensus between global & regional model or versions of panama models),1,PR#1029(MERGED); PR#962(MERGED); PR#944(MERGED); PR#840(MERGED); PR#837(MERGED); PR#814(MERGED); PR#620(MERGED); PR#613(MERGED); PR#603(MERGED); PR#602(MERGED),partial,Supporting infrastructure in place (11 related PRs merged),feature,M,266
next-6mo,ML/AI,Downgrading predictions to higher taxonomic ranks until confidence is satisfactory.,1,PR#1029(MERGED); PR#944(MERGED); PR#840(MERGED); PR#837(MERGED); PR#814(MERGED); PR#620(MERGED); PR#613(MERGED); PR#603(MERGED); PR#602(MERGED); PR#389(MERGED),partial,Supporting infrastructure in place (10 related PRs merged),feature,M,278
next-6mo,ML/AI,Species dataset made for image classification,1,#857(OPEN); PR#821(MERGED); PR#818(MERGED); PR#807(MERGED); PR#741(MERGED); PR#613(MERGED); PR#573(MERGED); PR#241(MERGED); #628(CLOSED); #621(CLOSED),partial,"Core feature implemented, enhancements in progress",research,L,280
next-6mo,ML/AI,Configure processing services for a project,1,PR#1117(OPEN); PR#1011(OPEN); PR#1053(MERGED); PR#987(MERGED); PR#768(MERGED); PR#738(MERGED); PR#736(MERGED); PR#719(MERGED); PR#715(MERGED); PR#705(MERGED),partial,"Core feature implemented, enhancements in progress",feature,M,290
next-6mo,ML/AI,"See results that are accurate enough (Improve filtering, post-processing, pre-configurations)",1,PR#999(OPEN); PR#954(MERGED); PR#890(OPEN); PR#957(CLOSED); PR#849(MERGED); PR#1022(MERGED),partial,"Core feature implemented, enhancements in progress",improvement,XL,299
next-6mo,ML/AI,Post processing framework and UI,1,PR#999(OPEN); PR#954(MERGED); PR#957(CLOSED); #1110(OPEN); #1052(OPEN); #1010(OPEN); PR#987(MERGED); PR#849(MERGED); PR#798(MERGED); PR#693(MERGED),partial,"Core feature implemented, enhancements in progress",feature,L,300
next-6mo,ML/AI,"Integrate Out-of-Distribution (OOD) features for data curation (tagging, moving occurrences between clusters)",1,PR#845(OPEN); PR#818(MERGED); #774(CLOSED); #827(CLOSED); PR#1050(OPEN); PR#888(MERGED); PR#859(MERGED); PR#849(MERGED); PR#842(MERGED); PR#814(MERGED),partial,Supporting infrastructure in place (10 related PRs merged),feature,L,316
next-6mo,ML/AI,Detector with segmentation (for biomass estimation),1,#1093(OPEN); PR#1045(OPEN); #992(OPEN); PR#1091(MERGED); PR#815(MERGED); PR#859(MERGED); PR#837(MERGED); PR#814(MERGED); PR#765(MERGED); PR#656(MERGED),partial,Supporting infrastructure in place (30 related PRs merged),feature,XL,337
next-6mo,ML/AI,"OOD Feature Refinement (for ""unexpected species"" flagging)",1,PR#845(OPEN); PR#888(MERGED); PR#842(MERGED); PR#840(MERGED); PR#814(MERGED); PR#984(CLOSED); #811(CLOSED); #827(CLOSED),tracked,In progress: PR/issue #845,improvement,L,339
next-6mo,ML/AI,Post-processing based on image quality (what are we unconfident about),1,PR#999(OPEN); PR#954(MERGED); PR#849(MERGED); PR#890(OPEN); PR#957(CLOSED),partial,Supporting infrastructure in place (2 related PRs merged),feature,M,388
next-6mo,ML/AI,Genus level prediction (? - evaluate the accuracy at genus level),1,PR#712(MERGED); #412(OPEN),partial,Supporting infrastructure in place (1 related PRs merged),research,M,395
next-6mo,ML/AI,Continuous OOD detection (combined with clustering; how to remove the OOD species that have been verified),1,PR#859(MERGED); PR#818(MERGED); PR#814(MERGED); PR#845(OPEN); #846(CLOSED); #774(CLOSED); #827(CLOSED); #1093(OPEN); PR#1045(OPEN); #992(OPEN),partial,Supporting infrastructure in place (34 related PRs merged),feature,L,400
next-6mo,ML/AI,"Segmentation detector (e.g., HQ Sam, GroundingSAM, Depth Anything, Flatbug, OWLv2)",1,#1093(OPEN); PR#1045(OPEN); #992(OPEN); PR#1091(MERGED); PR#1046(MERGED); PR#815(MERGED); PR#859(MERGED); PR#837(MERGED); PR#818(MERGED); PR#814(MERGED),partial,Supporting infrastructure in place (30 related PRs merged),feature,XL,402
next-6mo,ML/AI,Handle overlapping moths,1,PR#765(MERGED); PR#459(MERGED),partial,Supporting infrastructure in place (2 related PRs merged),feature,M,403
next-6mo,ML/AI,Discuss detector approaches,1,PR#815(MERGED); PR#818(MERGED); PR#765(MERGED); PR#656(MERGED); PR#596(MERGED); PR#285(MERGED); PR#183(MERGED); PR#115(MERGED); PR#1059(OPEN); #752(CLOSED),partial,"Core feature implemented, enhancements in progress",research,S,410
next-6mo,ML/AI,Transparency: Knowing what we don't know - which species good and bad at,1,PR#888(MERGED); PR#842(MERGED); PR#840(MERGED); PR#814(MERGED); PR#845(OPEN); PR#984(CLOSED); #811(CLOSED); #827(CLOSED),partial,Supporting infrastructure in place (4 related PRs merged),feature,M,411
next-6mo,ML/AI,Transparency: This region is not supported,1,PR#962(MERGED); #469(OPEN); #517(CLOSED),partial,Supporting infrastructure in place (1 related PRs merged),feature,S,412
next-6mo,ML/AI,Determine our certainty / uncertainty at predicting that species,1,PR#386(OPEN); PR#1029(MERGED); PR#944(MERGED); PR#840(MERGED); PR#837(MERGED); PR#814(MERGED); PR#620(MERGED); PR#613(MERGED); PR#603(MERGED); PR#602(MERGED),tracked,In progress: PR/issue #386,feature,M,460
next-6mo,ML/AI,"How to score confidence (hardness to identify visually, how many similar species, the models accuracy on this species, the number and quality of training samples (or type of images) for this species). Do we know about it at all? How likely is the species to occur at the place and time it was observed?",1,PR#1029(MERGED); PR#944(MERGED); PR#840(MERGED); PR#837(MERGED); PR#814(MERGED); PR#620(MERGED); PR#613(MERGED); PR#603(MERGED); PR#602(MERGED); PR#389(MERGED),partial,Supporting infrastructure in place (10 related PRs merged),research,L,469
next-6mo,ML/AI,How to choose ID from a track / turboid of multiple images,1,#1121(OPEN); #1097(OPEN); #863(OPEN); PR#837(MERGED); PR#542(MERGED); PR#707(OPEN); PR#484(OPEN); #457(OPEN); #264(CLOSED); #846(CLOSED),partial,Supporting infrastructure in place (2 related PRs merged),research,M,471
next-6mo,ML/AI,"How to incorporate geopriors exactly? Part of model, or post-filtering.",1,PR#962(MERGED); #469(OPEN); #517(CLOSED),partial,Supporting infrastructure in place (1 related PRs merged),research,M,474
next-6mo,ML/AI,Improving/Reducing noise in results displayed by default,1,#952(OPEN),tracked,Related work in progress,improvement,L,489
next-6mo,ML/AI,Object detector only works... (implied limitation),1,#992(OPEN); PR#183(MERGED); PR#115(MERGED); #1092(OPEN); #752(CLOSED); #1093(OPEN); PR#1045(OPEN); PR#1091(MERGED); PR#1046(MERGED); PR#815(MERGED),partial,"Core feature implemented, enhancements in progress",bug,M,500
next-6mo,ML/AI,"Out-of-Distribution (OOD) feature (Mockups, protocol for detecting new species, feature vectors, Yuyan's model)",1,PR#845(OPEN); PR#1050(OPEN); PR#888(MERGED); PR#842(MERGED); PR#840(MERGED); PR#821(MERGED); PR#818(MERGED); PR#814(MERGED); PR#807(MERGED); PR#670(MERGED),partial,Supporting infrastructure in place (8 related PRs merged),feature,L,505
next-6mo,ML/AI,Reprocessing detections with a new classifier,1,PR#815(MERGED); PR#837(MERGED); PR#818(MERGED); PR#814(MERGED); PR#798(MERGED); PR#719(MERGED); PR#374(MERGED); #774(CLOSED); #752(CLOSED); PR#706(CLOSED),partial,Supporting infrastructure in place (40 related PRs merged),feature,M,509
next-6mo,ML/AI,Order level classifier (Aditya's work),1,#952(OPEN); #857(OPEN); PR#815(MERGED); PR#837(MERGED); PR#821(MERGED); PR#818(MERGED); PR#814(MERGED); PR#807(MERGED); PR#798(MERGED); PR#762(MERGED),partial,Supporting infrastructure in place (16 related PRs merged),feature,L,510
next-6mo,ML/AI,Species of concern model (invasive & pest species),1,PR#837(MERGED),partial,Supporting infrastructure in place (1 related PRs merged),feature,L,511
next-6mo,ML/AI,"Review current models (trained when, checklists)",1,PR#837(MERGED),partial,Supporting infrastructure in place (1 related PRs merged),improvement,M,524
next-6mo,ML/AI,Processing pipeline for analyzing individual images,1,#916(OPEN); PR#1053(MERGED); PR#1033(MERGED); PR#949(MERGED); PR#921(MERGED); PR#815(MERGED); PR#738(MERGED); PR#719(MERGED); #982(OPEN); PR#938(OPEN),partial,"Core feature implemented, enhancements in progress",feature,M,597
next-6mo,ML/AI,Fix gateway timeout not triggering failure in processing,1,PR#699(OPEN),tracked,Related work in progress,bug,S,616
next-6mo,ML/AI,Fix inconsistent Processed counts in job logs,1,#904(OPEN),tracked,Related work in progress,bug,S,617
next-6mo,ML/AI,Implement enhanced post-processing techniques (moths & insects specific),1,PR#999(OPEN); PR#954(MERGED); PR#957(CLOSED); PR#849(MERGED); PR#890(OPEN),partial,"Core feature implemented, enhancements in progress",feature,L,653
next-6mo,ML/AI,Research focus on uncertainty metrics and UI/UX features for predictions,1,PR#845(OPEN); #774(CLOSED); PR#1050(OPEN); PR#1029(MERGED); PR#944(MERGED); PR#840(MERGED); PR#837(MERGED); PR#821(MERGED); PR#818(MERGED); PR#814(MERGED),partial,Supporting infrastructure in place (14 related PRs merged),research,XL,655
next-6mo,ML/AI,Test sets for standard evaluation of models,1,PR#816(OPEN),tracked,Related work in progress,research,M,669
next-6mo,ML/AI,Use the zero-shot model,1,PR#1007(MERGED),partial,Supporting infrastructure in place (1 related PRs merged),feature,L,682
next-6mo,ML/AI,Missing Singapore classifier option,1,#952(OPEN); #857(OPEN); PR#821(MERGED); PR#807(MERGED); PR#719(MERGED); PR#613(MERGED); PR#573(MERGED); #628(CLOSED); #621(CLOSED); #517(CLOSED),partial,"Core feature implemented, enhancements in progress",bug,XS,707
next-6mo,ML/AI,Still some sessions with unprocessed images,1,PR#691(MERGED); PR#374(MERGED); PR#718(CLOSED); PR#585(CLOSED),partial,Supporting infrastructure in place (2 related PRs merged),bug,S,708
next-6mo,ML/AI,Partner-Specific Pipelines (e.g. dedicated forest pest pipeline),1,#916(OPEN); PR#1033(MERGED); PR#738(MERGED); PR#315(MERGED); #766(OPEN); PR#984(CLOSED); PR#695(CLOSED); #681(CLOSED); PR#680(CLOSED); #677(CLOSED),partial,"Core feature implemented, enhancements in progress",feature,L,744
next-6mo,ML/AI,Model Management (model orchestration & revision/deploying new models),1,PR#386(OPEN),tracked,Related work in progress,feature,L,803
next-6mo,Onboarding,Design stable & streamlined workflow: Get from Cameras to moths with few steps,1,,untracked,No matching GitHub issues or PRs found,improvement,L,157
next-6mo,Onboarding,All-in-one test page,1,,untracked,No matching GitHub issues or PRs found,feature,S,170
next-6mo,Onboarding,Sign up on the platform waitlist,1,,untracked,No matching GitHub issues or PRs found,feature,S,285
next-6mo,Onboarding,Sign up as new user on the platform (Currently disabled manually add new users),1,,untracked,No matching GitHub issues or PRs found,feature,M,286
next-6mo,Onboarding,Create a project from scratch (Currently disabled for most users soon enabled for all),1,,untracked,No matching GitHub issues or PRs found,feature,L,288
next-6mo,Onboarding,Sign up as new user (currently requires admin support),1,,untracked,No matching GitHub issues or PRs found,feature,M,344
next-6mo,Onboarding,"Account Sign-ups (Self-service feature remaining, currently requires admin support)",1,,untracked,No matching GitHub issues or PRs found,feature,M,484
next-6mo,Onboarding,Onboarding Flow (Centrally Managed Antenna & UI flow),1,,untracked,No matching GitHub issues or PRs found,feature,L,485
next-6mo,Onboarding,Create a project from scratch (Partially implemented/disabled for most),1,,untracked,No matching GitHub issues or PRs found,improvement,M,502
next-6mo,Onboarding,Scratch/draft project based on images (upload a folder),1,,untracked,No matching GitHub issues or PRs found,feature,M,632
next-6mo,Onboarding,Feature Rollout: Create a project from scratch is partially implemented,1,,untracked,No matching GitHub issues or PRs found,feature,M,672
next-6mo,Onboarding,New project Wizard,1,,untracked,No matching GitHub issues or PRs found,feature,L,685
next-6mo,Onboarding,Create a project from scratch,1,,untracked,No matching GitHub issues or PRs found,feature,M,692
next-6mo,Onboarding,Self-service features (using feature-flags/complexity as opt-in),1,,untracked,No matching GitHub issues or PRs found,feature,L,726
next-6mo,Onboarding,Create a project from scratch (Partially implemented),1,,untracked,No matching GitHub issues or PRs found,feature,M,729
next-6mo,Permissions/Auth,Implement Private projects (MVP feature),1,,untracked,No matching GitHub items found,feature,M,33
next-6mo,Permissions/Auth,Open to the public for read-only review (Next 6 months),1,,untracked,No matching GitHub items found,feature,L,73
next-6mo,Permissions/Auth,Multiple projects & users,1,,untracked,No matching GitHub items found,feature,L,83
next-6mo,Permissions/Auth,Make it clear who contacts are for each project (the initiator and the hands-on/technical contacts),1,,untracked,No matching GitHub items found,feature,S,136
next-6mo,Permissions/Auth,Project manager (role/tooling),1,,untracked,No matching GitHub items found,feature,M,378
next-6mo,Permissions/Auth,Allow inviting a collaborator to confirm IDs,1,,untracked,No matching GitHub items found,feature,M,531
next-6mo,Permissions/Auth,Use Roles system to hide/show features and default ordering,1,,untracked,No matching GitHub items found,feature,M,727
next-6mo,Research,Metrics for scaling - how much human validation is necessary to trust the model,1,,untracked,,research,L,265
next-6mo,Taxonomy,Features for 'Pest species',3,,untracked,No matching GitHub items found,feature,M,"248, 250, 251"
next-6mo,Taxonomy,Add cryptic species status to the taxonomy database: Euceron species should always be determined to genus level,2,#421(CLOSED); PR#580(MERGED); #655(OPEN); #617(CLOSED); #217(CLOSED),partial,"Partially implemented in PR #580, additional work tracked in #655",feature,M,"223, 450"
next-6mo,Taxonomy,Add size fields to the taxonomy database (fallback to parent size category). Avg.,2,#655(OPEN),tracked,Tracked in #655,feature,M,"228, 455"
next-6mo,Taxonomy,Add is_cryptic field (to what rank),2,#857(OPEN),tracked,Tracked in #857,feature,S,"229, 456"
next-6mo,Taxonomy,"Taxon rank rollup (genus, family level predictions) - never show a low confidence result",2,PR#386(OPEN); #421(CLOSED); #384(OPEN); #857(OPEN); #864(CLOSED),tracked,"Tracked in multiple items: #386, #384",feature,M,"387, 808"
next-6mo,Taxonomy,Taxonomy management (External sources/managing taxa/lists/synonyms),2,#655(OPEN); #622(CLOSED),tracked,Tracked in #655,feature,L,"647, 845"
next-6mo,Taxonomy,Importing - Taxa lists,2,,untracked,No matching GitHub items found,feature,M,"747, 853"
next-6mo,Taxonomy,Interface for managing species,1,,untracked,No matching GitHub items found,feature,M,9
next-6mo,Taxonomy,Add a field to the taxa DB for unidentifiable by image alone with relation to similar taxa,1,PR#244(MERGED); #655(OPEN),partial,"Partially implemented in PR #244, additional work tracked in #655",feature,S,13
next-6mo,Taxonomy,Add Not Identifiable and Lepidoptera entry IDs,1,,untracked,No matching GitHub items found,feature,XS,195
next-6mo,Taxonomy,Features for 'Species of conservation concern' / 'Species of risk',1,,untracked,No matching GitHub items found,feature,M,247
next-6mo,Taxonomy,Features for 'Non-native' species,1,,untracked,No matching GitHub items found,feature,M,249
next-6mo,Taxonomy,Provisional lists of species (regional lists),1,,untracked,No matching GitHub items found,feature,M,257
next-6mo,Taxonomy,Rank roll-ups,1,#857(OPEN),tracked,Tracked in #857,feature,L,302
next-6mo,Taxonomy,Remove species that should not be classified (get checklists from experts),1,,untracked,No matching GitHub items found,feature,S,398
next-6mo,Taxonomy,"Taxonomy database with our own metadata (Cryptic status, Size or size category, Model performance/training info)",1,,untracked,No matching GitHub items found,feature,L,399
next-6mo,Taxonomy,Add fields for barcode bin numbers to assist with species identification,1,#216(CLOSED); PR#580(MERGED); #560(OPEN),partial,"Partially implemented in PR #580, additional work tracked in #560",feature,M,528
next-6mo,Taxonomy,Allow viewing IDs by genus/family/etc.,1,#384(OPEN),tracked,Tracked in #384,feature,M,587
next-6mo,Taxonomy,Rank rollups,1,#857(OPEN),tracked,Tracked in #857,feature,M,679
next-6mo,Taxonomy,Taxonomy (Hierarchical categories/Many taxonomic ranks),1,,untracked,No matching GitHub items found,feature,L,865
next-6mo,UI/UX,More quick buttons for processing & collections,3,,untracked,No matching GitHub issues or PRs found,feature,S,"351, 774, 858"
next-6mo,UI/UX,"Processing convenience (buttons for process this night, process this collection)",3,,untracked,No matching GitHub issues or PRs found,feature,M,"377, 643, 838"
next-6mo,UI/UX,Default filter: lepidoptera,2,,untracked,No matching GitHub issues or PRs found,feature,XS,"212, 440"
next-6mo,UI/UX,Show best detection image in taxa view & occurrence view,2,PR#1036(MERGED); PR#1058(MERGED); #560(OPEN); PR#656(MERGED); PR#566(MERGED),tracked,"Tracked in #560: Add tooltips for ""score""",feature,M,"213, 441"
next-6mo,UI/UX,"Add column for best_identification to the occurrences view (optional, next to Taxon Determination column)",2,PR#278(MERGED); #560(OPEN); PR#578(MERGED); PR#429(MERGED); PR#1036(MERGED),tracked,"Tracked in #560: Add tooltips for ""score""",feature,S,"217, 445"
next-6mo,UI/UX,"Remove ""null"" that keeps returning to data sync view",2,,untracked,No matching GitHub issues or PRs found,bug,XS,"222, 449"
next-6mo,UI/UX,Filter/search by previous identifications,2,,untracked,No matching GitHub issues or PRs found,feature,M,"225, 452"
next-6mo,UI/UX,Implement drag and drop feature for manual uploads,2,,untracked,No matching GitHub issues or PRs found,feature,M,"607, 622"
next-6mo,UI/UX,Display user's seen occurrences in My Antenna,1,PR#214(MERGED); PR#126(MERGED); #1093(OPEN),tracked,Tracked in #1093: Add null detections test; update save_results,feature,S,27
next-6mo,UI/UX,Support experts in finding the correct species within the tool,1,,untracked,No matching GitHub issues or PRs found,feature,M,58
next-6mo,UI/UX,Consider mitigating psychological/positional bias in accepting proposed labels,1,,untracked,No matching GitHub issues or PRs found,design,M,59
next-6mo,UI/UX,Filtering: Find a clear way to do it yet,1,,untracked,No matching GitHub issues or PRs found,design,M,65
next-6mo,UI/UX,User interface (General Topic),1,,untracked,No matching GitHub issues or PRs found,improvement,XL,76
next-6mo,UI/UX,Display Images for deployments,1,PR#353(MERGED); #714(OPEN); #439(OPEN),tracked,Tracked in #714: Fix typo in Deployment edit screen,feature,S,104
next-6mo,UI/UX,Developing new UI components (new scrolling timeline),1,,untracked,No matching GitHub issues or PRs found,feature,M,110
next-6mo,UI/UX,Notifications,1,,untracked,No matching GitHub issues or PRs found,feature,M,118
next-6mo,UI/UX,Notification system (Species of interest),1,,untracked,No matching GitHub issues or PRs found,feature,M,169
next-6mo,UI/UX,Select project classifier etc. (More one-click options for processing the data),1,,untracked,No matching GitHub issues or PRs found,improvement,M,173
next-6mo,UI/UX,Labeling at scale - entomologists,1,,untracked,No matching GitHub issues or PRs found,feature,L,174
next-6mo,UI/UX,Alerts feature,1,,untracked,No matching GitHub issues or PRs found,feature,M,254
next-6mo,UI/UX,How can we make the data output more satisfactory?,1,,untracked,No matching GitHub issues or PRs found,design,M,281
next-6mo,UI/UX,Complete migration of UI components from raw Radix primitives to shadcn/ui,1,,untracked,No matching GitHub issues or PRs found,improvement,L,322
next-6mo,UI/UX,Complete migration from style modules to Tailwind CSS,1,,untracked,No matching GitHub issues or PRs found,improvement,M,323
next-6mo,UI/UX,Streamline form handling across app,1,,untracked,No matching GitHub issues or PRs found,improvement,M,348
next-6mo,UI/UX,New filters: Which nights were captured by all stations? Filter out extra nights,1,,untracked,No matching GitHub issues or PRs found,feature,M,356
next-6mo,UI/UX,Alerts & notifications (region & species),1,,untracked,No matching GitHub issues or PRs found,feature,M,479
next-6mo,UI/UX,"""Species of Interest"" feature",1,,untracked,No matching GitHub issues or PRs found,feature,M,493
next-6mo,UI/UX,Public splash page/landing page with a demo feature and interest form,1,,untracked,No matching GitHub issues or PRs found,feature,M,498
next-6mo,UI/UX,Make occurrences in collections clickable,1,PR#214(MERGED); PR#126(MERGED); #1093(OPEN),tracked,Tracked in #1093: Add null detections test; update save_results,feature,S,535
next-6mo,UI/UX,Improve explanations and add more contextual information about displayed data,1,,untracked,No matching GitHub issues or PRs found,improvement,M,541
next-6mo,UI/UX,Expose specific data source subdirectory in Deployment edit,1,#1047(OPEN); PR#333(MERGED),tracked,Tracked in #1047: Fix: Update station edit form 3rd section header to show 'Da,feature,S,561
next-6mo,UI/UX,Fix issue with re-choosing Site & Device when editing a Deployment,1,,untracked,No matching GitHub issues or PRs found,bug,M,565
next-6mo,UI/UX,Allow drawing box to add missed moth in session review,1,,untracked,No matching GitHub issues or PRs found,feature,M,569
next-6mo,UI/UX,Add advanced filtering options,1,,untracked,No matching GitHub issues or PRs found,feature,M,583
next-6mo,UI/UX,Species page functionality/improvement,1,,untracked,No matching GitHub issues or PRs found,improvement,M,628
next-6mo,UI/UX,Add alerts for species on user watch lists,1,,untracked,No matching GitHub issues or PRs found,feature,M,652
next-6mo,UI/UX,Add general notifications,1,,untracked,No matching GitHub issues or PRs found,feature,M,656
next-6mo,UI/UX,Ability to flag species outside classifier taxonomy,1,,untracked,No matching GitHub issues or PRs found,feature,M,661
next-6mo,UI/UX,Labeling interface - Bulk labeling from the grid view,1,,untracked,No matching GitHub issues or PRs found,feature,M,665
next-6mo,UI/UX,How to trigger post process steps from UI?,1,,untracked,No matching GitHub issues or PRs found,feature,M,676
next-6mo,UI/UX,Default filters & project settings,1,,untracked,No matching GitHub issues or PRs found,feature,M,683
next-6mo,UI/UX,Pipeline config from UI?,1,,untracked,No matching GitHub issues or PRs found,feature,M,684
next-6mo,UI/UX,Project Settings & feature flags,1,,untracked,No matching GitHub issues or PRs found,feature,M,687
next-6mo,UI/UX,Separating workflows per user category,1,,untracked,No matching GitHub issues or PRs found,design,L,698
next-6mo,UI/UX,Make session detail more clear,1,,untracked,No matching GitHub issues or PRs found,improvement,M,699
next-6mo,UI/UX,Showing what has been processed,1,,untracked,No matching GitHub issues or PRs found,feature,M,701
next-6mo,UI/UX,Labeling Interface Improvements (bulk labeling/editing bounding boxes),1,,untracked,No matching GitHub issues or PRs found,feature,M,809
next-6mo,UI/UX,How can we make collections more natural in the workflow,1,,untracked,No matching GitHub issues or PRs found,improvement,M,835
later-12mo,Analytics/Viz,"See detections grouped as tracks (UI and data structures prepared, logic in progress)",1,,untracked,No matching GitHub issues or PRs found,feature,L,303
later-12mo,Community,New release on GitHub,2,,untracked,No matching GitHub items found,improvement,S,"372, 861"
later-12mo,Community,Add to Wildlabs inventory,2,,untracked,No matching GitHub items found,improvement,S,"373, 862"
later-12mo,Community,Mailing list & regular updates,2,,untracked,No matching GitHub items found,improvement,M,"374, 863"
later-12mo,Community,Provide an interface for citizen scientists to learn & contribute.,1,,untracked,No matching GitHub items found,feature,M,477
later-12mo,Community,Citizen Science Version/Features,1,,untracked,No matching GitHub items found,feature,XL,693
later-12mo,Community,Place for users to add their experience,1,,untracked,No matching GitHub items found,feature,M,719
later-12mo,Community,LepiNoc (citizen science) - different requirements/mobile app,1,,untracked,No matching GitHub items found,research,L,826
later-12mo,Data-Management,Define the Validation protocol and how to reach research-grade,2,PR#643(MERGED); #400(CLOSED),untracked,Only weak/related matches found,design,M,"39, 71"
later-12mo,Data-Management,Add processing support for project data,1,,untracked,No matching GitHub issues or PRs found,feature,M,22
later-12mo,Data-Management,Record if the suggestion was manually typed or accepted from a proposition,1,,untracked,No matching GitHub issues or PRs found,feature,XS,57
later-12mo,Data-Management,Quality control of every stage before & after processing,1,PR#643(MERGED),untracked,Only weak/related matches found,feature,L,93
later-12mo,Data-Management,Citation information,1,,untracked,No matching GitHub issues or PRs found,feature,S,98
later-12mo,Data-Management,Expose info about which model and when for each machine ID,1,,untracked,No matching GitHub issues or PRs found,feature,S,108
later-12mo,Data-Management,Data connector tool,1,,untracked,No matching GitHub issues or PRs found,feature,L,109
later-12mo,Data-Management,Add panama trap IDs,1,,untracked,No matching GitHub issues or PRs found,feature,XS,114
later-12mo,Data-Management,Processing all data once model is ready & agreed on,1,,untracked,No matching GitHub issues or PRs found,feature,L,129
later-12mo,Data-Management,Help organizing & auditing the panama BCI projects,1,,untracked,No matching GitHub issues or PRs found,improvement,M,130
later-12mo,Data-Management,Adding clear description to each project,1,,untracked,No matching GitHub issues or PRs found,improvement,XS,135
